wordform,fst_analyses
waabandamaan,"['waabandan+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj', 'waabandan+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj']"
miijiyaan,"['miijin+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj']"
wanitooyaan,"['wanitoon+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj']"
ayaameg,"['ayaan+VTI+Cnj+Pos+Neu+2PlSubj+0SgObj', 'ayaan+VTI+Cnj+Pos+Neu+2PlSubj+0PlObj']"
waabandameg,"['waabandan+VTI+Cnj+Pos+Neu+2PlSubj+0SgObj', 'waabandan+VTI+Cnj+Pos+Neu+2PlSubj+0PlObj']"
miijiyeg,"['miijin+VTI+Cnj+Pos+Neu+2PlSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+2PlSubj+0PlObj']"
wanitooyeg,"['wanitoon+VTI+Cnj+Pos+Neu+2PlSubj+0SgObj', 'wanitoon+VTI+Cnj+Pos+Neu+2PlSubj+0PlObj']"
ayaaman,"['ayaan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj', 'ayaan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj']"
waabandaman,"['waabandan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj', 'waabandan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj']"
miijiyan,"['miijin+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj']"
wanitooyan,"['wanitoon+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj', 'wanitoon+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj']"
ayaaminid,"['ayaan+VTI+Cnj+Pos+Neu+3PlObvSubj+0SgObj', 'ayaan+VTI+Cnj+Pos+Neu+3SgObvSubj+0SgObj', 'ayaan+VTI+Cnj+Pos+Neu+3PlObvSubj+0PlObj', 'ayaan+VTI+Cnj+Pos+Neu+3SgObvSubj+0PlObj']"
waabandaminid,"['waabandan+VTI+Cnj+Pos+Neu+3PlObvSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Neu+3SgObvSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Neu+3PlObvSubj+0SgObj', 'waabandan+VTI+Cnj+Pos+Neu+3SgObvSubj+0SgObj']"
miijinid,"['miijin+VTI+Cnj+Pos+Neu+3PlObvSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+3SgObvSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+3PlObvSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Neu+3SgObvSubj+0PlObj']"
wanitoonid,"['wanitoon+VTI+Cnj+Pos+Neu+3PlObvSubj+0SgObj', 'wanitoon+VTI+Cnj+Pos+Neu+3SgObvSubj+0SgObj', 'wanitoon+VTI+Cnj+Pos+Neu+3PlObvSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Neu+3SgObvSubj+0PlObj']"
ayaamowaad,"['ayaan+VTI+Cnj+Pos+Neu+3PlProxSubj+0PlObj', 'ayaan+VTI+Cnj+Pos+Neu+3PlProxSubj+0SgObj']"
waabandamowaad,"['waabandan+VTI+Cnj+Pos+Neu+3PlProxSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Neu+3PlProxSubj+0SgObj']"
miijiwaad,"['miijin+VTI+Cnj+Pos+Neu+3PlProxSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+3PlProxSubj+0PlObj']"
wanitoowaad,"['wanitoon+VTI+Cnj+Pos+Neu+3PlProxSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Neu+3PlProxSubj+0SgObj']"
ayaang,"['ayaa+VAI+Cnj+Pos+Neu+XSubj', 'ayaan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'ayaan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']"
waabandang,"['waabandan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'waabandan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']"
miijid,"['miijin+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']"
wanitood,"['wanitoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'wanitoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']"
ayaamaang,"['ayaan+VTI+Cnj+Pos+Neu+ExclSubj+0SgObj', 'ayaan+VTI+Cnj+Pos+Neu+ExclSubj+0PlObj']"
waabandamaang,"['waabandan+VTI+Cnj+Pos+Neu+ExclSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Neu+ExclSubj+0SgObj']"
miijiyaang,"['miijin+VTI+Cnj+Pos+Neu+ExclSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+ExclSubj+0PlObj']"
wanitooyaang,"['wanitoon+VTI+Cnj+Pos+Neu+ExclSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Neu+ExclSubj+0SgObj']"
ayaamang,"['ayaan+VTI+Cnj+Pos+Neu+InclSubj+0SgObj', 'ayaan+VTI+Cnj+Pos+Neu+InclSubj+0PlObj']"
waabandamang,"['waabandan+VTI+Cnj+Pos+Neu+InclSubj+0SgObj', 'waabandan+VTI+Cnj+Pos+Neu+InclSubj+0PlObj']"
miijiyang,"['miijin+VTI+Cnj+Pos+Neu+InclSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+InclSubj+0PlObj']"
wanitooyang,"['wanitoon+VTI+Cnj+Pos+Neu+InclSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Neu+InclSubj+0SgObj']"
waabandaming,"['waabandan+VTI+Cnj+Pos+Neu+XSubj+0SgObj', 'waabandan+VTI+Cnj+Pos+Neu+XSubj+0PlObj']"
miijing,"['miijin+VTI+Cnj+Pos+Neu+XSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Neu+XSubj+0PlObj']"
wanitoong,"['wanitoon+VTI+Cnj+Pos+Neu+XSubj+0SgObj', 'wanitoon+VTI+Cnj+Pos+Neu+XSubj+0PlObj']"
waabandanziwaambaan,"['waabandan+VTI+Cnj+Neg+Prt+1SgSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+1SgSubj+0SgObj']"
miijisiwaambaan,"['miijin+VTI+Cnj+Neg+Prt+1SgSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+1SgSubj+0SgObj']"
wanitoosiwaambaan,"['wanitoon+VTI+Cnj+Neg+Prt+1SgSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+1SgSubj+0SgObj']"
waabandanziwegoban,"['waabandan+VTI+Cnj+Neg+Prt+2PlSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+2PlSubj+0SgObj']"
miijisiwegoban,"['miijin+VTI+Cnj+Neg+Prt+2PlSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+2PlSubj+0SgObj']"
wanitoosiwegoban,"['wanitoon+VTI+Cnj+Neg+Prt+2PlSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+2PlSubj+0SgObj']"
waabandanziwamban,"['waabandan+VTI+Cnj+Neg+Prt+2SgSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+2SgSubj+0SgObj']"
miijisiwamban,"['miijin+VTI+Cnj+Neg+Prt+2SgSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+2SgSubj+0SgObj']"
wanitoosiwamban,"['wanitoon+VTI+Cnj+Neg+Prt+2SgSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+2SgSubj+0SgObj']"
waabandanzinigoban,"['waabandan+VTI+Cnj+Neg+Prt+3PlObvSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+3SgObvSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+3PlObvSubj+0SgObj', 'waabandan+VTI+Cnj+Neg+Prt+3SgObvSubj+0SgObj']"
miijisinigoban,"['miijin+VTI+Cnj+Neg+Prt+3PlObvSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+3SgObvSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+3PlObvSubj+0SgObj', 'miijin+VTI+Cnj+Neg+Prt+3SgObvSubj+0SgObj']"
wanitoosinigoban,"['wanitoon+VTI+Cnj+Neg+Prt+3PlObvSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+3SgObvSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+3PlObvSubj+0SgObj', 'wanitoon+VTI+Cnj+Neg+Prt+3SgObvSubj+0SgObj']"
waabandanzigwaaban,"['waabandan+VTI+Cnj+Neg+Prt+3PlProxSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+3PlProxSubj+0SgObj']"
miijisigwaaban,"['miijin+VTI+Cnj+Neg+Prt+3PlProxSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+3PlProxSubj+0SgObj']"
wanitoosigwaaban,"['wanitoon+VTI+Cnj+Neg+Prt+3PlProxSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+3PlProxSubj+0SgObj']"
waabandanzigoban,"['waabandan+VTI+Cnj+Neg+Prt+3SgProxSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+3SgProxSubj+0SgObj']"
miijisigoban,"['miijin+VTI+Cnj+Neg+Prt+3SgProxSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+3SgProxSubj+0SgObj']"
wanitoosigoban,"['wanitoon+VTI+Cnj+Neg+Prt+3SgProxSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+3SgProxSubj+0SgObj']"
waabandanziwaangiban,"['waabandan+VTI+Cnj+Neg+Prt+ExclSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+ExclSubj+0SgObj']"
miijisiwaangiban,"['miijin+VTI+Cnj+Neg+Prt+ExclSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+ExclSubj+0SgObj']"
wanitoosiwaangiban,"['wanitoon+VTI+Cnj+Neg+Prt+ExclSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+ExclSubj+0SgObj']"
waabandanziwangiban,"['waabandan+VTI+Cnj+Neg+Prt+InclSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+InclSubj+0SgObj']"
miijisiwangiban,"['miijin+VTI+Cnj+Neg+Prt+InclSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+InclSubj+0SgObj']"
wanitoosiwangiban,"['wanitoon+VTI+Cnj+Neg+Prt+InclSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+InclSubj+0SgObj']"
waabandanzingiban,"['waabandan+VTI+Cnj+Neg+Prt+XSubj+0PlObj', 'waabandan+VTI+Cnj+Neg+Prt+XSubj+0SgObj']"
miijisingiban,"['miijin+VTI+Cnj+Neg+Prt+XSubj+0PlObj', 'miijin+VTI+Cnj+Neg+Prt+XSubj+0SgObj']"
wanitoosingiban,"['wanitoon+VTI+Cnj+Neg+Prt+XSubj+0PlObj', 'wanitoon+VTI+Cnj+Neg+Prt+XSubj+0SgObj']"
waabandamaambaan,"['waabandan+VTI+Cnj+Pos+Prt+1SgSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+1SgSubj+0SgObj']"
miijiyaambaan,"['miijin+VTI+Cnj+Pos+Prt+1SgSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Prt+1SgSubj+0SgObj']"
wanitooyaambaan,"['wanitoon+VTI+Cnj+Pos+Prt+1SgSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+1SgSubj+0SgObj']"
waabandamegoban,"['waabandan+VTI+Cnj+Pos+Prt+2PlSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+2PlSubj+0SgObj']"
miijiyegoban,"['miijin+VTI+Cnj+Pos+Prt+2PlSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Prt+2PlSubj+0SgObj']"
wanitooyegoban,"['wanitoon+VTI+Cnj+Pos+Prt+2PlSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+2PlSubj+0SgObj']"
waabandamamban,"['waabandan+VTI+Cnj+Pos+Prt+2SgSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+2SgSubj+0SgObj']"
miijiyamban,"['miijin+VTI+Cnj+Pos+Prt+2SgSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Prt+2SgSubj+0SgObj']"
wanitooyamban,"['wanitoon+VTI+Cnj+Pos+Prt+2SgSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+2SgSubj+0SgObj']"
waabandaminipan,"['waabandan+VTI+Cnj+Pos+Prt+3PlObvSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+3SgObvSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+3PlObvSubj+0SgObj', 'waabandan+VTI+Cnj+Pos+Prt+3SgObvSubj+0SgObj']"
miijinipan,"['miijin+VTI+Cnj+Pos+Prt+3PlObvSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Prt+3SgObvSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Prt+3PlObvSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Prt+3SgObvSubj+0PlObj']"
wanitoonipan,"['wanitoon+VTI+Cnj+Pos+Prt+3PlObvSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+3SgObvSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+3PlObvSubj+0SgObj', 'wanitoon+VTI+Cnj+Pos+Prt+3SgObvSubj+0SgObj']"
waabandamowaapan,"['waabandan+VTI+Cnj+Pos+Prt+3PlProxSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+3PlProxSubj+0SgObj']"
miijiwaapan,"['miijin+VTI+Cnj+Pos+Prt+3PlProxSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Prt+3PlProxSubj+0SgObj']"
wanitoowaapan,"['wanitoon+VTI+Cnj+Pos+Prt+3PlProxSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+3PlProxSubj+0SgObj']"
waabandangiban,"['waabandan+VTI+Cnj+Pos+Prt+3SgProxSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+3SgProxSubj+0SgObj']"
miijipan,"['miijin+VTI+Cnj+Pos+Prt+3SgProxSubj+0SgObj', 'miijin+VTI+Cnj+Pos+Prt+3SgProxSubj+0PlObj']"
wanitoopan,"['wanitoon+VTI+Cnj+Pos+Prt+3SgProxSubj+0SgObj', 'wanitoon+VTI+Cnj+Pos+Prt+3SgProxSubj+0PlObj']"
waabandamaangiban,"['waabandan+VTI+Cnj+Pos+Prt+ExclSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+ExclSubj+0SgObj']"
miijiyaangiban,"['miijin+VTI+Cnj+Pos+Prt+ExclSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Prt+ExclSubj+0SgObj']"
wanitooyaangiban,"['wanitoon+VTI+Cnj+Pos+Prt+ExclSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+ExclSubj+0SgObj']"
waabandamangiban,"['waabandan+VTI+Cnj+Pos+Prt+InclSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+InclSubj+0SgObj']"
miijiyangiban,"['miijin+VTI+Cnj+Pos+Prt+InclSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Prt+InclSubj+0SgObj']"
wanitooyangiban,"['wanitoon+VTI+Cnj+Pos+Prt+InclSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+InclSubj+0SgObj']"
waabandamingiban,"['waabandan+VTI+Cnj+Pos+Prt+XSubj+0PlObj', 'waabandan+VTI+Cnj+Pos+Prt+XSubj+0SgObj']"
miijingiban,"['miijin+VTI+Cnj+Pos+Prt+XSubj+0PlObj', 'miijin+VTI+Cnj+Pos+Prt+XSubj+0SgObj']"
wanitoongiban,"['wanitoon+VTI+Cnj+Pos+Prt+XSubj+0PlObj', 'wanitoon+VTI+Cnj+Pos+Prt+XSubj+0SgObj']"
