wordform,fst_analyses
waabandizosiinigwen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Dub+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Cnj+Neg+Dub+3PlObvSubj+3PlObvObj', 'waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Dub+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Cnj+Neg+Dub+3SgObvSubj+3SgObvObj']"
waabandizonigwen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Dub+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Cnj+Pos+Dub+3PlObvSubj+3PlObvObj', 'waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Dub+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Cnj+Pos+Dub+3SgObvSubj+3SgObvObj']"
waabandizosiinigobanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+DubPrt+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Cnj+Neg+DubPrt+3PlObvSubj+3PlObvObj', 'waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+DubPrt+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Cnj+Neg+DubPrt+3SgObvSubj+3SgObvObj']"
waabandizonigobanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+DubPrt+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Cnj+Pos+DubPrt+3PlObvSubj+3PlObvObj', 'waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+DubPrt+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Cnj+Pos+DubPrt+3SgObvSubj+3SgObvObj']"
waabandizosinigoban,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Prt+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Cnj+Neg+Prt+3PlObvSubj+3PlObvObj', 'waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Prt+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Cnj+Neg+Prt+3SgObvSubj+3SgObvObj']"
waabandizonipan,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Prt+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Cnj+Pos+Prt+3PlObvSubj+3PlObvObj', 'waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Prt+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Cnj+Pos+Prt+3SgObvSubj+3SgObvObj']"
waabandizosiiwa',"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Neu+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Neg+Neu+3PlObvSubj+3PlObvObj']"
waabandizowa',"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Neu+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Pos+Neu+3PlObvSubj+3PlObvObj']"
waabandizoobanii',"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Prt+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Pos+Prt+3PlObvSubj+3PlObvObj']"
waabandizosiibanii',"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Prt+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Neg+Prt+3PlObvSubj+3PlObvObj']"
waabandizodogena',"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Dub+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Pos+Dub+3PlObvSubj+3PlObvObj']"
waabandizosiidogena',"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Dub+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Neg+Dub+3PlObvSubj+3PlObvObj']"
waabandizosigwaa,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Neu+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Cnj+Neg+Neu+3PlProxSubj+3PlProxObj']"
waabandizowaad,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Neu+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Cnj+Pos+Neu+3PlProxSubj+3PlProxObj']"
waabandizosiiwaagwen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Dub+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Cnj+Neg+Dub+3PlProxSubj+3PlProxObj']"
waabandizowaagwen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Dub+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Cnj+Pos+Dub+3PlProxSubj+3PlProxObj']"
waabandizosiiwaagobanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+DubPrt+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Cnj+Neg+DubPrt+3PlProxSubj+3PlProxObj']"
waabandizowaagobanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+DubPrt+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Cnj+Pos+DubPrt+3PlProxSubj+3PlProxObj']"
waabandizosigwaaban,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Prt+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Cnj+Neg+Prt+3PlProxSubj+3PlProxObj']"
waabandizowaapan,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Prt+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Cnj+Pos+Prt+3PlProxSubj+3PlProxObj']"
waabandizosiiwag,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Neu+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Ind+Neg+Neu+3PlProxSubj+3PlProxObj']"
waabandizowag,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Neu+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Ind+Pos+Neu+3PlProxSubj+3PlProxObj']"
waabandizoobaniig,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Prt+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Ind+Pos+Prt+3PlProxSubj+3PlProxObj']"
waabandizosiibaniig,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Prt+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Ind+Neg+Prt+3PlProxSubj+3PlProxObj']"
waabandizowidogenag,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Dub+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Ind+Pos+Dub+3PlProxSubj+3PlProxObj']"
waabandizosiidogenag,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Dub+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Ind+Neg+Dub+3PlProxSubj+3PlProxObj']"
waabandizogwaaban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+DubPrt+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Ind+Pos+DubPrt+3PlProxSubj+3PlProxObj']"
waabandizosiigwaaban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+DubPrt+3PlProxSubj+3PlProxObj', 'waabandizo+VAI+Ind+Neg+DubPrt+3PlProxSubj+3PlProxObj']"
waabandizosiiwan,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Neu+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Ind+Neg+Neu+3SgObvSubj+3SgObvObj']"
waabandizowan,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Neu+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Ind+Pos+Neu+3SgObvSubj+3SgObvObj']"
waabandizoobaniin,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Prt+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Ind+Pos+Prt+3SgObvSubj+3SgObvObj', 'waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Prt+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Pos+Prt+3PlObvSubj+3PlObvObj']"
waabandizosiibaniin,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Prt+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Ind+Neg+Prt+3SgObvSubj+3SgObvObj', 'waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Prt+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Neg+Prt+3PlObvSubj+3PlObvObj']"
waabandizowidogenan,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Dub+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Ind+Pos+Dub+3SgObvSubj+3SgObvObj', 'waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Dub+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Pos+Dub+3PlObvSubj+3PlObvObj']"
waabandizosiidogenan,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Dub+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Ind+Neg+Dub+3SgObvSubj+3SgObvObj', 'waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Dub+3PlObvSubj+3PlObvObj', 'waabandizo+VAI+Ind+Neg+Dub+3PlObvSubj+3PlObvObj']"
waabandizonigoban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+DubPrt+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Ind+Pos+DubPrt+3SgObvSubj+3SgObvObj']"
waabandizosiinigoban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+DubPrt+3SgObvSubj+3SgObvObj', 'waabandizo+VAI+Ind+Neg+DubPrt+3SgObvSubj+3SgObvObj']"
waabandizosig,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Neu+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Cnj+Neg+Neu+3SgProxSubj+3SgProxObj']"
waabandizod,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Neu+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Cnj+Pos+Neu+3SgProxSubj+3SgProxObj']"
waabandizosiigwen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Dub+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Cnj+Neg+Dub+3SgProxSubj+3SgProxObj']"
waabandizogwen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Dub+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Cnj+Pos+Dub+3SgProxSubj+3SgProxObj']"
waabandizosiigobanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+DubPrt+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Cnj+Neg+DubPrt+3SgProxSubj+3SgProxObj']"
waabandizogobanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+DubPrt+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Cnj+Pos+DubPrt+3SgProxSubj+3SgProxObj']"
waabandizosigoban,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Prt+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Cnj+Neg+Prt+3SgProxSubj+3SgProxObj']"
waabandizopan,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Prt+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Cnj+Pos+Prt+3SgProxSubj+3SgProxObj']"
waabandizosii,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Neu+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Ind+Neg+Neu+3SgProxSubj+3SgProxObj']"
waabandizo,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Neu+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Ind+Pos+Neu+3SgProxSubj+3SgProxObj']"
waabandizooban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Prt+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Ind+Pos+Prt+3SgProxSubj+3SgProxObj']"
waabandizosiiban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Prt+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Ind+Neg+Prt+3SgProxSubj+3SgProxObj']"
waabandizowidog,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Dub+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Ind+Pos+Dub+3SgProxSubj+3SgProxObj']"
waabandizosiidog,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Dub+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Ind+Neg+Dub+3SgProxSubj+3SgProxObj']"
waabandizogoban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+DubPrt+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Ind+Pos+DubPrt+3SgProxSubj+3SgProxObj']"
waabandizosiigoban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+DubPrt+3SgProxSubj+3SgProxObj', 'waabandizo+VAI+Ind+Neg+DubPrt+3SgProxSubj+3SgProxObj']"
waabandizosiwaang,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Neu+ExclSubj+ExclObj', 'waabandizo+VAI+Cnj+Neg+Neu+ExclSubj+ExclObj']"
waabandizoyaang,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Neu+ExclSubj+ExclObj', 'waabandizo+VAI+Cnj+Pos+Neu+ExclSubj+ExclObj']"
waabandizosiiwaangen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Dub+ExclSubj+ExclObj', 'waabandizo+VAI+Cnj+Neg+Dub+ExclSubj+ExclObj']"
waabandizowaangen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Dub+ExclSubj+ExclObj', 'waabandizo+VAI+Cnj+Pos+Dub+ExclSubj+ExclObj']"
waabandizosiiwaangibanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+DubPrt+ExclSubj+ExclObj', 'waabandizo+VAI+Cnj+Neg+DubPrt+ExclSubj+ExclObj']"
waabandizowaangibanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+DubPrt+ExclSubj+ExclObj', 'waabandizo+VAI+Cnj+Pos+DubPrt+ExclSubj+ExclObj']"
waabandizosiwaangiban,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Prt+ExclSubj+ExclObj', 'waabandizo+VAI+Cnj+Neg+Prt+ExclSubj+ExclObj']"
waabandizoyaangiban,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Prt+ExclSubj+ExclObj', 'waabandizo+VAI+Cnj+Pos+Prt+ExclSubj+ExclObj']"
niwaabandizosiimin,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Neu+ExclSubj+ExclObj', 'waabandizo+VAI+Ind+Neg+Neu+ExclSubj+ExclObj']"
niwaabandizomin,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Neu+ExclSubj+ExclObj', 'waabandizo+VAI+Ind+Pos+Neu+ExclSubj+ExclObj']"
niwaabandizominaaban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Prt+ExclSubj+ExclObj', 'waabandizo+VAI+Ind+Pos+Prt+ExclSubj+ExclObj']"
niwaabandizosiiminaaban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Prt+ExclSubj+ExclObj', 'waabandizo+VAI+Ind+Neg+Prt+ExclSubj+ExclObj']"
niwaabandizominaadog,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Dub+ExclSubj+ExclObj', 'waabandizo+VAI+Ind+Pos+Dub+ExclSubj+ExclObj']"
niwaabandizosiiminaadog,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Dub+ExclSubj+ExclObj', 'waabandizo+VAI+Ind+Neg+Dub+ExclSubj+ExclObj']"
waabandizosiwang,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Neu+InclSubj+InclObj', 'waabandizo+VAI+Cnj+Neg+Neu+InclSubj+InclObj']"
waabandizoyang,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Neu+InclSubj+InclObj', 'waabandizo+VAI+Cnj+Pos+Neu+InclSubj+InclObj']"
waabandizosiiwangen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Dub+InclSubj+InclObj', 'waabandizo+VAI+Cnj+Neg+Dub+InclSubj+InclObj']"
waabandizowangen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Dub+InclSubj+InclObj', 'waabandizo+VAI+Cnj+Pos+Dub+InclSubj+InclObj']"
waabandizosiiwangibanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+DubPrt+InclSubj+InclObj', 'waabandizo+VAI+Cnj+Neg+DubPrt+InclSubj+InclObj']"
waabandizowangibanen,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+DubPrt+InclSubj+InclObj', 'waabandizo+VAI+Cnj+Pos+DubPrt+InclSubj+InclObj']"
waabandizosiwangiban,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Neg+Prt+InclSubj+InclObj', 'waabandizo+VAI+Cnj+Neg+Prt+InclSubj+InclObj']"
waabandizoyangiban,"['waabam+VTA+Reflex/dizo+VAI+Cnj+Pos+Prt+InclSubj+InclObj', 'waabandizo+VAI+Cnj+Pos+Prt+InclSubj+InclObj']"
waabandizodaa,"['waabam+VTA+Reflex/dizo+VAI+Imp+Sim+InclSubj+InclObj', 'waabandizo+VAI+Imp+Sim+InclSubj+InclObj']"
waabandizosiidaa,"['waabam+VTA+Reflex/dizo+VAI+Imp+Prb+InclSubj+InclObj', 'waabandizo+VAI+Imp+Prb+InclSubj+InclObj']"
giwaabandizosiimin,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Neu+InclSubj+InclObj', 'waabandizo+VAI+Ind+Neg+Neu+InclSubj+InclObj']"
giwaabandizomin,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Neu+InclSubj+InclObj', 'waabandizo+VAI+Ind+Pos+Neu+InclSubj+InclObj']"
giwaabandizominaaban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Prt+InclSubj+InclObj', 'waabandizo+VAI+Ind+Pos+Prt+InclSubj+InclObj']"
giwaabandizosiiminaaban,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Prt+InclSubj+InclObj', 'waabandizo+VAI+Ind+Neg+Prt+InclSubj+InclObj']"
giwaabandizominaadog,"['waabam+VTA+Reflex/dizo+VAI+Ind+Pos+Dub+InclSubj+InclObj', 'waabandizo+VAI+Ind+Pos+Dub+InclSubj+InclObj']"
giwaabandizosiiminaadog,"['waabam+VTA+Reflex/dizo+VAI+Ind+Neg+Dub+InclSubj+InclObj', 'waabandizo+VAI+Ind+Neg+Dub+InclSubj+InclObj']"
waabandising,"['waabam+VTA+Recip/di+VAI+Cnj+Neg+Neu+XSubj+XObj', 'waabandiwag+VAI+Cnj+Neg+Neu+XSubj+XObj']"
waabanding,"['waabam+VTA+Recip/di+VAI+Cnj+Pos+Neu+XSubj+XObj', 'waabandiwag+VAI+Cnj+Pos+Neu+XSubj+XObj']"
waabandisiiwiingen,"['waabam+VTA+Recip/di+VAI+Cnj+Neg+Dub+XSubj+XObj', 'waabandiwag+VAI+Cnj+Neg+Dub+XSubj+XObj']"
waabandiwiingen,"['waabam+VTA+Recip/di+VAI+Cnj+Pos+Dub+XSubj+XObj', 'waabandiwag+VAI+Cnj+Pos+Dub+XSubj+XObj']"
waabandisiiwiingibanen,"['waabam+VTA+Recip/di+VAI+Cnj+Neg+DubPrt+XSubj+XObj', 'waabandiwag+VAI+Cnj+Neg+DubPrt+XSubj+XObj']"
waabandiwiingibanen,"['waabam+VTA+Recip/di+VAI+Cnj+Pos+DubPrt+XSubj+XObj', 'waabandiwag+VAI+Cnj+Pos+DubPrt+XSubj+XObj']"
waabandisingiban,"['waabam+VTA+Recip/di+VAI+Cnj+Neg+Prt+XSubj+XObj', 'waabandiwag+VAI+Cnj+Neg+Prt+XSubj+XObj']"
waabandingiban,"['waabam+VTA+Recip/di+VAI+Cnj+Pos+Prt+XSubj+XObj', 'waabandiwag+VAI+Cnj+Pos+Prt+XSubj+XObj']"
waabandisiim,"['waabam+VTA+Recip/di+VAI+Ind+Neg+Neu+XSubj+XObj', 'waabandiwag+VAI+Ind+Neg+Neu+XSubj+XObj']"
waabandim,"['waabam+VTA+Recip/di+VAI+Ind+Pos+Neu+XSubj+XObj', 'waabandiwag+VAI+Ind+Pos+Neu+XSubj+XObj']"
waabandimwaaban,"['waabam+VTA+Recip/di+VAI+Ind+Pos+Prt+XSubj+XObj', 'waabandiwag+VAI+Ind+Pos+Prt+XSubj+XObj']"
waabandisiimwaaban,"['waabam+VTA+Recip/di+VAI+Ind+Neg+Prt+XSubj+XObj', 'waabandiwag+VAI+Ind+Neg+Prt+XSubj+XObj']"
waabandimwaadog,"['waabam+VTA+Recip/di+VAI+Ind+Pos+Dub+XSubj+XObj', 'waabandiwag+VAI+Ind+Pos+Dub+XSubj+XObj']"
waabandisiimwaadog,"['waabam+VTA+Recip/di+VAI+Ind+Neg+Dub+XSubj+XObj', 'waabandiwag+VAI+Ind+Neg+Dub+XSubj+XObj']"
