wordform,fst_analyses
madaabiisiwangiban,"['madaabii+VAI+Cnj+Neg+Prt+InclSubj', 'madaabiin+VAIO+Cnj+Neg+Prt+InclSubj+0PlObj', 'madaabiin+VAIO+Cnj+Neg+Prt+InclSubj+0SgObj']"
madaabiisingiban,"['madaabii+VAI+Cnj+Neg+Prt+XSubj', 'madaabiin+VAIO+Cnj+Neg+Prt+XSubj+0PlObj', 'madaabiin+VAIO+Cnj+Neg+Prt+XSubj+0SgObj']"
madaabiiyaambaan,"['madaabii+VAI+Cnj+Pos+Prt+1SgSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+1SgSubj+0PlObj', 'madaabiin+VAIO+Cnj+Pos+Prt+1SgSubj+0SgObj']"
madaabiiyegoban,"['madaabii+VAI+Cnj+Pos+Prt+2PlSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+2PlSubj+0PlObj', 'madaabiin+VAIO+Cnj+Pos+Prt+2PlSubj+0SgObj']"
madaabiiyamban,"['madaabii+VAI+Cnj+Pos+Prt+2SgSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+2SgSubj+0PlObj', 'madaabiin+VAIO+Cnj+Pos+Prt+2SgSubj+0SgObj']"
zaaga'aminipan,"[""zaaga'am+VAI+Cnj+Pos+Prt+3PlObvSubj"", ""zaaga'am+VAI+Cnj+Pos+Prt+3SgObvSubj""]"
minongwaaminipan,"['minongwaam+VAI+Cnj+Pos+Prt+3PlObvSubj', 'minongwaam+VAI+Cnj+Pos+Prt+3SgObvSubj', 'minongwaami+VAI+Cnj+Pos+Prt+3PlObvSubj', 'minongwaami+VAI+Cnj+Pos+Prt+3SgObvSubj']"
wanishininipan,"['wanishin+VAI+Cnj+Pos+Prt+3PlObvSubj', 'wanishin+VAI+Cnj+Pos+Prt+3SgObvSubj']"
nagamonipan,"['nagamo+VAI+Cnj+Pos+Prt+3PlObvSubj', 'nagamo+VAI+Cnj+Pos+Prt+3SgObvSubj']"
niiminipan,"['niimin+VTA+Cnj+Pos+Prt+3SgProxSubj+1SgObj', 'niimi+VAI+Cnj+Pos+Prt+3PlObvSubj', 'niimi+VAI+Cnj+Pos+Prt+3SgObvSubj']"
maajiibatoonipan,"['maajiibatoo+VAI+Cnj+Pos+Prt+3PlObvSubj', 'maajiibatoo+VAI+Cnj+Pos+Prt+3SgObvSubj']"
madaabiinipan,"['madaabii+VAI+Cnj+Pos+Prt+3PlObvSubj', 'madaabii+VAI+Cnj+Pos+Prt+3SgObvSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+3PlObvSubj+0SgObj', 'madaabiin+VAIO+Cnj+Pos+Prt+3SgObvSubj+0SgObj', 'madaabiin+VAIO+Cnj+Pos+Prt+3PlObvSubj+0PlObj', 'madaabiin+VAIO+Cnj+Pos+Prt+3SgObvSubj+0PlObj']"
nibaanipan,"['nibaa+VAI+Cnj+Pos+Prt+3PlObvSubj', 'nibaa+VAI+Cnj+Pos+Prt+3SgObvSubj']"
webinigenipan,"['webinige+VAI+Cnj+Pos+Prt+3PlObvSubj', 'webinige+VAI+Cnj+Pos+Prt+3SgObvSubj']"
madaabiiwaapan,"['madaabii+VAI+Cnj+Pos+Prt+3PlProxSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+3PlProxSubj+0PlObj', 'madaabiin+VAIO+Cnj+Pos+Prt+3PlProxSubj+0SgObj']"
madaabiipan,"['madaabii+VAI+Cnj+Pos+Prt+3SgProxSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+3SgProxSubj+0SgObj', 'madaabiin+VAIO+Cnj+Pos+Prt+3SgProxSubj+0PlObj']"
madaabiiyaangiban,"['madaabii+VAI+Cnj+Pos+Prt+ExclSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+ExclSubj+0PlObj', 'madaabiin+VAIO+Cnj+Pos+Prt+ExclSubj+0SgObj']"
madaabiiyangoban,"['madaabii+VAI+Cnj+Pos+Prt+InclSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+InclSubj+0PlObj', 'madaabiin+VAIO+Cnj+Pos+Prt+InclSubj+0SgObj']"
minongwaamingiban,"['minongwaam+VAI+Cnj+Pos+Prt+XSubj', 'minongwaami+VAI+Cnj+Pos+Prt+XSubj']"
madaabiingiban,"['madaabii+VAI+Cnj+Pos+Prt+XSubj', 'madaabiin+VAIO+Cnj+Pos+Prt+XSubj+0PlObj', 'madaabiin+VAIO+Cnj+Pos+Prt+XSubj+0SgObj']"
