wordform,fst_analyses
mikawimaawegwen,"['mikaw+VTA+Cnj+Pos+Dub+2PlSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Dub+2PlSubj+3SgObvObj']"
mizhomaawegwen,"['mizhwi+VTA+Cnj+Pos+Dub+2PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Dub+2PlSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Dub+2PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Dub+2PlSubj+3SgObvObj']"
waabamimaawegwen,"['waabam+VTA+Cnj+Pos+Dub+2PlSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Dub+2PlSubj+3SgObvObj']"
mizhwaasiwaawegwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+2PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Dub+2PlSubj+3PlProxObj']"
mizhwaawegwaawen,"['mizhwi+VTA+Cnj+Pos+Dub+2PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Dub+2PlSubj+3PlProxObj']"
mizhwaasiwaawegwen,"['mizhwi+VTA+Cnj+Neg+Dub+2PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Dub+2PlSubj+3SgProxObj']"
mizhwaawegwen,"['mizhwi+VTA+Cnj+Pos+Dub+2PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Dub+2PlSubj+3SgProxObj']"
mawadishisiiwaangen,"['mawadish+VTA+Cnj+Neg+Dub+2PlSubj+ExclObj', 'mawadish+VTA+Cnj+Neg+Dub+2SgSubj+ExclObj']"
miizhisiiwaangen,"['miizh+VTA+Cnj+Neg+Dub+2PlSubj+ExclObj', 'miizh+VTA+Cnj+Neg+Dub+2SgSubj+ExclObj']"
mikawisiiwaangen,"['mikaw+VTA+Cnj+Neg+Dub+2PlSubj+ExclObj', 'mikaw+VTA+Cnj+Neg+Dub+2SgSubj+ExclObj', 'mikawi+VAI+Cnj+Neg+Dub+ExclSubj']"
mizhosiiwaangen,"['mizhwi+VTA+Cnj+Neg+Dub+2PlSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Dub+2PlSubj+ExclObj', 'mizhwi+VTA+Cnj+Neg+Dub+2SgSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Dub+2SgSubj+ExclObj']"
waabamisiiwaangen,"['waabam+VTA+Cnj+Neg+Dub+2PlSubj+ExclObj', 'waabam+VTA+Cnj+Neg+Dub+2SgSubj+ExclObj']"
mawadishiwaangen,"['mawadish+VTA+Cnj+Pos+Dub+2SgSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Dub+2PlSubj+ExclObj']"
miizhiwaangen,"['miizh+VTA+Cnj+Pos+Dub+2SgSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Dub+2PlSubj+ExclObj']"
mikawiwaangen,"['mikaw+VTA+Cnj+Pos+Dub+2SgSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Dub+2PlSubj+ExclObj', 'mikawi+VAI+Cnj+Pos+Dub+ExclSubj']"
mizhowaangen,"['mizhwi+VTA+Cnj+Pos+Dub+2SgSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Dub+2SgSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Dub+2PlSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Dub+2PlSubj+ExclObj']"
waabamiwaangen,"['waabam+VTA+Cnj+Pos+Dub+2SgSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Dub+2PlSubj+ExclObj']"
mikawisiiwanen,"['mikaw+VTA+Cnj+Neg+Dub+2SgSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Dub+2SgSubj']"
mizhosiiwanen,"['mizhwi+VTA+Cnj+Neg+Dub+2SgSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Dub+2SgSubj+1SgObj']"
mikawiwanen,"['mikaw+VTA+Cnj+Pos+Dub+2SgSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Dub+2SgSubj']"
mizhowanen,"['mizhwi+VTA+Cnj+Pos+Dub+2SgSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Dub+2SgSubj+1SgObj']"
mawadisimaasiwaawaden,"['mawadish+VTA+Cnj+Neg+Dub+2SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Dub+2SgSubj+3SgObvObj']"
miinimaasiwaawaden,"['miizh+VTA+Cnj+Neg+Dub+2SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Dub+2SgSubj+3SgObvObj']"
mikawimaasiwaawaden,"['mikaw+VTA+Cnj+Neg+Dub+2SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Dub+2SgSubj+3SgObvObj']"
mizhomaasiwaawaden,"['mizhwi+VTA+Cnj+Neg+Dub+2SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+2SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Dub+2SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Dub+2SgSubj+3SgObvObj']"
waabamimaasiwaawaden,"['waabam+VTA+Cnj+Neg+Dub+2SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Dub+2SgSubj+3SgObvObj']"
mawadisimaawaden,"['mawadish+VTA+Cnj+Pos+Dub+2SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Dub+2SgSubj+3SgObvObj']"
miinimaawaden,"['miizh+VTA+Cnj+Pos+Dub+2SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Dub+2SgSubj+3SgObvObj']"
mikawimaawaden,"['mikaw+VTA+Cnj+Pos+Dub+2SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Dub+2SgSubj+3SgObvObj']"
mizhomaawaden,"['mizhwi+VTA+Cnj+Pos+Dub+2SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Dub+2SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Dub+2SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Dub+2SgSubj+3SgObvObj']"
waabamimaawaden,"['waabam+VTA+Cnj+Pos+Dub+2SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Dub+2SgSubj+3SgObvObj']"
mizhwaasiwaawadwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+2SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Dub+2SgSubj+3PlProxObj']"
mizhwaawadwaawen,"['mizhwi+VTA+Cnj+Pos+Dub+2SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Dub+2SgSubj+3PlProxObj']"
mizhwaasiwaawaden,"['mizhwi+VTA+Cnj+Neg+Dub+2SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Dub+2SgSubj+3SgProxObj']"
mizhwaawaden,"['mizhwi+VTA+Cnj+Pos+Dub+2SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Dub+2SgSubj+3SgProxObj']"
mikawisiiwaagwen,"['mikaw+VTA+Cnj+Neg+Dub+3PlProxSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Dub+3PlProxSubj']"
mizhosiiwaagwen,"['mizhwi+VTA+Cnj+Neg+Dub+3PlProxSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Dub+3PlProxSubj+1SgObj']"
mikawiwaagwen,"['mikaw+VTA+Cnj+Pos+Dub+3PlProxSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Dub+3PlProxSubj']"
mizhowaagwen,"['mizhwi+VTA+Cnj+Pos+Dub+3PlProxSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Dub+3PlProxSubj+1SgObj']"
mawadisigoosiiwegwen,"['mawadish+VTA+Cnj+Neg+Dub+XSubj+2PlObj', 'mawadish+VTA+Cnj+Neg+Dub+3PlProxSubj+2PlObj']"
miinigoosiiwegwen,"['miizh+VTA+Cnj+Neg+Dub+XSubj+2PlObj', 'miizh+VTA+Cnj+Neg+Dub+3PlProxSubj+2PlObj']"
mikaagoosiiwegwen,"['mikaw+VTA+Cnj+Neg+Dub+3PlProxSubj+2PlObj', 'mikaw+VTA+Cnj+Neg+Dub+XSubj+2PlObj']"
mizhogoosiiwegwen,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+2PlObj', 'mizhwi+VTA+Cnj+Neg+Dub+3PlProxSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Dub+3PlProxSubj+2PlObj']"
waabamigoosiiwegwen,"['waabam+VTA+Cnj+Neg+Dub+XSubj+2PlObj', 'waabam+VTA+Cnj+Neg+Dub+3PlProxSubj+2PlObj']"
mawadisigoowegwen,"['mawadish+VTA+Cnj+Pos+Dub+3PlProxSubj+2PlObj', 'mawadish+VTA+Cnj+Pos+Dub+XSubj+2PlObj']"
miinigoowegwen,"['miizh+VTA+Cnj+Pos+Dub+3PlProxSubj+2PlObj', 'miizh+VTA+Cnj+Pos+Dub+XSubj+2PlObj']"
mikaagoowegwen,"['mikaw+VTA+Cnj+Pos+Dub+XSubj+2PlObj', 'mikaw+VTA+Cnj+Pos+Dub+3PlProxSubj+2PlObj']"
mizhogoowegwen,"['mizhwi+VTA+Cnj+Pos+Dub+3PlProxSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Dub+3PlProxSubj+2PlObj', 'mizhwi+VTA+Cnj+Pos+Dub+XSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+2PlObj']"
waabamigoowegwen,"['waabam+VTA+Cnj+Pos+Dub+3PlProxSubj+2PlObj', 'waabam+VTA+Cnj+Pos+Dub+XSubj+2PlObj']"
mizhosiinowegwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+3PlProxSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Dub+3PlProxSubj+2SgObj']"
mizhonowegwaawen,"['mizhwi+VTA+Cnj+Pos+Dub+3PlProxSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Dub+3PlProxSubj+2SgObj']"
mawadisaasiwaawaagwen,"['mawadish+VTA+Cnj+Neg+Dub+3PlProxSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Dub+3PlProxSubj+3SgObvObj']"
miinaasiwaawaagwen,"['miizh+VTA+Cnj+Neg+Dub+3PlProxSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Dub+3PlProxSubj+3SgObvObj']"
mikawaasiwaawaagwen,"['mikaw+VTA+Cnj+Neg+Dub+3PlProxSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Dub+3PlProxSubj+3SgObvObj']"
mizhwaasiwaawaagwen,"['mizhwi+VTA+Cnj+Neg+Dub+3PlProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+3PlProxSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Dub+3PlProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Dub+3PlProxSubj+3SgObvObj']"
waabamaasiwaawaagwen,"['waabam+VTA+Cnj+Neg+Dub+3PlProxSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Dub+3PlProxSubj+3SgObvObj']"
mawadisaawaagwen,"['mawadish+VTA+Cnj+Pos+Dub+3PlProxSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Dub+3PlProxSubj+3PlObvObj']"
miinaawaagwen,"['miizh+VTA+Cnj+Pos+Dub+3PlProxSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Dub+3PlProxSubj+3PlObvObj']"
mikawaawaagwen,"['mikaw+VTA+Cnj+Pos+Dub+3PlProxSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Dub+3PlProxSubj+3PlObvObj']"
mizhwaawaagwen,"['mizhwi+VTA+Cnj+Pos+Dub+3PlProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Dub+3PlProxSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Dub+3PlProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Dub+3PlProxSubj+3PlObvObj']"
waabamaawaagwen,"['waabam+VTA+Cnj+Pos+Dub+3PlProxSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Dub+3PlProxSubj+3PlObvObj']"
mizhosinowangidwaagwen,"['mizhwi+VTA+Cnj+Neg+Dub+3PlProxSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Dub+3PlProxSubj+ExclObj']"
mizhogooyaangwen,"['mizhwi+VTA+Cnj+Pos+Dub+3PlProxSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Dub+3PlProxSubj+ExclObj']"
mizhosiinowangwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+3PlProxSubj+InclObj', 'mizho+VTA+Cnj+Neg+Dub+3PlProxSubj+InclObj']"
mizhonowangwaawen,"['mizhwi+VTA+Cnj+Pos+Dub+3PlProxSubj+InclObj', 'mizho+VTA+Cnj+Pos+Dub+3PlProxSubj+InclObj']"
mikawisiigwen,"['mikaw+VTA+Cnj+Neg+Dub+3SgProxSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Dub+3SgProxSubj']"
mizhosiigwen,"['mizhwi+VTA+Cnj+Neg+Dub+3SgProxSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Dub+3SgProxSubj+1SgObj']"
mikawigwen,"['mikaw+VTA+Cnj+Pos+Dub+3SgProxSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Dub+3SgProxSubj']"
mizhogwen,"['mizhwi+VTA+Cnj+Pos+Dub+3SgProxSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Dub+3SgProxSubj+1SgObj']"
mawadisigoosiiwanen,"['mawadish+VTA+Cnj+Neg+Dub+XSubj+2SgObj', 'mawadish+VTA+Cnj+Neg+Dub+3SgProxSubj+2PlObj']"
miinigoosiiwanen,"['miizh+VTA+Cnj+Neg+Dub+XSubj+2SgObj', 'miizh+VTA+Cnj+Neg+Dub+3SgProxSubj+2PlObj']"
mikaagoosiiwanen,"['mikaw+VTA+Cnj+Neg+Dub+3SgProxSubj+2PlObj', 'mikaw+VTA+Cnj+Neg+Dub+XSubj+2SgObj']"
mizhogoosiiwanen,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+2SgObj', 'mizhwi+VTA+Cnj+Neg+Dub+3SgProxSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Dub+3SgProxSubj+2PlObj']"
waabamigoosiiwanen,"['waabam+VTA+Cnj+Neg+Dub+XSubj+2SgObj', 'waabam+VTA+Cnj+Neg+Dub+3SgProxSubj+2PlObj']"
mawadisigoowanen,"['mawadish+VTA+Cnj+Pos+Dub+3SgProxSubj+2PlObj', 'mawadish+VTA+Cnj+Pos+Dub+XSubj+2SgObj']"
miinigoowanen,"['miizh+VTA+Cnj+Pos+Dub+3SgProxSubj+2PlObj', 'miizh+VTA+Cnj+Pos+Dub+XSubj+2SgObj']"
mikaagoowanen,"['mikaw+VTA+Cnj+Pos+Dub+3SgProxSubj+2PlObj', 'mikaw+VTA+Cnj+Pos+Dub+XSubj+2SgObj']"
mizhogoowanen,"['mizhwi+VTA+Cnj+Pos+Dub+3SgProxSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Dub+3SgProxSubj+2PlObj', 'mizhwi+VTA+Cnj+Pos+Dub+XSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+2SgObj']"
waabamigoowanen,"['waabam+VTA+Cnj+Pos+Dub+3SgProxSubj+2PlObj', 'waabam+VTA+Cnj+Pos+Dub+XSubj+2SgObj']"
mizhosiinowegwen,"['mizhwi+VTA+Cnj+Neg+Dub+3SgProxSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Dub+3SgProxSubj+2SgObj']"
mizhonowegwen,"['mizhwi+VTA+Cnj+Pos+Dub+3SgProxSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Dub+3SgProxSubj+2SgObj']"
mawadisaasiigwen,"['mawadish+VTA+Cnj+Neg+Dub+3SgProxSubj+3SgObvObj', 'mawadish+VTA+Cnj+Neg+Dub+3SgProxSubj+3PlObvObj']"
miinaasiigwen,"['miizh+VTA+Cnj+Neg+Dub+3SgProxSubj+3SgObvObj', 'miizh+VTA+Cnj+Neg+Dub+3SgProxSubj+3PlObvObj']"
mikawaasiigwen,"['mikaw+VTA+Cnj+Neg+Dub+3SgProxSubj+3SgObvObj', 'mikaw+VTA+Cnj+Neg+Dub+3SgProxSubj+3PlObvObj']"
mizhwaasiigwen,"['mizhwi+VTA+Cnj+Neg+Dub+3SgProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Dub+3SgProxSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Neg+Dub+3SgProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+3SgProxSubj+3PlObvObj']"
waabamaasiigwen,"['waabam+VTA+Cnj+Neg+Dub+3SgProxSubj+3SgObvObj', 'waabam+VTA+Cnj+Neg+Dub+3SgProxSubj+3PlObvObj']"
mawadisaagwen,"['mawadish+VTA+Cnj+Pos+Dub+3SgProxSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Dub+3SgProxSubj+3SgObvObj']"
miinaagwen,"['miizh+VTA+Cnj+Pos+Dub+3SgProxSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Dub+3SgProxSubj+3SgObvObj']"
mikawaagwen,"['mikaw+VTA+Cnj+Pos+Dub+3SgProxSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Dub+3SgProxSubj+3SgObvObj']"
mizhwaagwen,"['mizhwi+VTA+Cnj+Pos+Dub+3SgProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Dub+3SgProxSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Dub+3SgProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Dub+3SgProxSubj+3SgObvObj']"
waabamaagwen,"['waabam+VTA+Cnj+Pos+Dub+3SgProxSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Dub+3SgProxSubj+3SgObvObj']"
mizhosinowangiden,"['mizhwi+VTA+Cnj+Neg+Dub+3SgProxSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Dub+3SgProxSubj+ExclObj']"
mizhogooyaangen,"['mizhwi+VTA+Cnj+Pos+Dub+3SgProxSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Dub+3SgProxSubj+ExclObj']"
mizhosiinowangen,"['mizhwi+VTA+Cnj+Neg+Dub+3SgProxSubj+InclObj', 'mizho+VTA+Cnj+Neg+Dub+3SgProxSubj+InclObj']"
mizhonowangen,"['mizhwi+VTA+Cnj+Pos+Dub+3SgProxSubj+InclObj', 'mizho+VTA+Cnj+Pos+Dub+3SgProxSubj+InclObj']"
mizhogoosiwegwen,"['mizhwi+VTA+Cnj+Neg+Dub+ExclSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Dub+ExclSubj+2PlObj']"
mizhonogwaawen,"['mizhwi+VTA+Cnj+Pos+Dub+ExclSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Dub+ExclSubj+2PlObj']"
mizhosiinogwen,"['mizhwi+VTA+Cnj+Neg+Dub+ExclSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Dub+ExclSubj+2SgObj']"
mizhonogwen,"['mizhwi+VTA+Cnj+Pos+Dub+ExclSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Dub+ExclSubj+2SgObj']"
mizhwaasiwangidwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+ExclSubj+3PlObvObj']"
mawadisimaawangiden,"['mawadish+VTA+Cnj+Pos+Dub+ExclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Dub+ExclSubj+3SgObvObj']"
miinimaawangiden,"['miizh+VTA+Cnj+Pos+Dub+ExclSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Dub+ExclSubj+3SgObvObj']"
mikawimaawangiden,"['mikaw+VTA+Cnj+Pos+Dub+ExclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Dub+ExclSubj+3SgObvObj']"
mizhomaawangiden,"['mizhwi+VTA+Cnj+Pos+Dub+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Dub+ExclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Dub+ExclSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Dub+ExclSubj+3SgObvObj']"
waabamimaawangiden,"['waabam+VTA+Cnj+Pos+Dub+ExclSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Dub+ExclSubj+3SgObvObj']"
mizhwaasiwaawangidwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+ExclSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Dub+ExclSubj+3PlProxObj']"
mizhwaawangidwaawen,"['mizhwi+VTA+Cnj+Pos+Dub+ExclSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Dub+ExclSubj+3PlProxObj']"
mawadisimaasiwaawangiden,"['mawadish+VTA+Cnj+Neg+Dub+ExclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Dub+ExclSubj+3SgObvObj']"
miinimaasiwaawangiden,"['miizh+VTA+Cnj+Neg+Dub+ExclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Dub+ExclSubj+3SgObvObj']"
mikawimaasiwaawangiden,"['mikaw+VTA+Cnj+Neg+Dub+ExclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Dub+ExclSubj+3SgObvObj']"
mizhomaasiwaawangiden,"['mizhwi+VTA+Cnj+Neg+Dub+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+ExclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Dub+ExclSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Dub+ExclSubj+3SgObvObj']"
waabamimaasiwaawangiden,"['waabam+VTA+Cnj+Neg+Dub+ExclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Dub+ExclSubj+3SgObvObj']"
mizhwaasiwaawangiden,"['mizhwi+VTA+Cnj+Neg+Dub+ExclSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Dub+ExclSubj+3SgProxObj']"
mizhwaawangiden,"['mizhwi+VTA+Cnj+Pos+Dub+ExclSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Dub+ExclSubj+3SgProxObj']"
mizhwaasiwangwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+InclSubj+3PlObvObj']"
mawadisimaawangen,"['mawadish+VTA+Cnj+Pos+Dub+InclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Dub+InclSubj+3SgObvObj']"
miinimaawangen,"['miizh+VTA+Cnj+Pos+Dub+InclSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Dub+InclSubj+3SgObvObj']"
mikawimaawangen,"['mikaw+VTA+Cnj+Pos+Dub+InclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Dub+InclSubj+3SgObvObj']"
mizhomaawangen,"['mizhwi+VTA+Cnj+Pos+Dub+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Dub+InclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Dub+InclSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Dub+InclSubj+3SgObvObj']"
waabamimaawangen,"['waabam+VTA+Cnj+Pos+Dub+InclSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Dub+InclSubj+3SgObvObj']"
mizhwaasiwaawangwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+InclSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Dub+InclSubj+3PlProxObj']"
mizhwaawangwaawen,"['mizhwi+VTA+Cnj+Pos+Dub+InclSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Dub+InclSubj+3PlProxObj']"
mawadisimaasiwaawangen,"['mawadish+VTA+Cnj+Neg+Dub+InclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Dub+InclSubj+3SgObvObj']"
miinimaasiwaawangen,"['miizh+VTA+Cnj+Neg+Dub+InclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Dub+InclSubj+3SgObvObj']"
mikawimaasiwaawangen,"['mikaw+VTA+Cnj+Neg+Dub+InclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Dub+InclSubj+3SgObvObj']"
mizhomaasiwaawangen,"['mizhwi+VTA+Cnj+Neg+Dub+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+InclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Dub+InclSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Dub+InclSubj+3SgObvObj']"
waabamimaasiwaawangen,"['waabam+VTA+Cnj+Neg+Dub+InclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Dub+InclSubj+3SgObvObj']"
mizhwaasiwaawangen,"['mizhwi+VTA+Cnj+Neg+Dub+InclSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Dub+InclSubj+3SgProxObj']"
mizhwaawangen,"['mizhwi+VTA+Cnj+Pos+Dub+InclSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Dub+InclSubj+3SgProxObj']"
mizhogoosiiwaanen,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+1SgObj']"
mizhogoowaanen,"['mizhwi+VTA+Cnj+Pos+Dub+XSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+1SgObj']"
mizhwaasiwindwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+3PlObvObj']"
mawadisimaawinden,"['mawadish+VTA+Cnj+Pos+Dub+XSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Dub+XSubj+3SgObvObj']"
miinimaawinden,"['miizh+VTA+Cnj+Pos+Dub+XSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Dub+XSubj+3SgObvObj']"
mikawimaawinden,"['mikaw+VTA+Cnj+Pos+Dub+XSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Dub+XSubj+3SgObvObj']"
mizhomaawinden,"['mizhwi+VTA+Cnj+Pos+Dub+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Dub+XSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+3SgObvObj']"
waabamimaawinden,"['waabam+VTA+Cnj+Pos+Dub+XSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Dub+XSubj+3SgObvObj']"
mizhwaasiwaawindwaawen,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+3PlProxObj']"
mizhwaawindwaawen,"['mizhwi+VTA+Cnj+Pos+Dub+XSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+3PlProxObj']"
mawadisimaasiwaawinden,"['mawadish+VTA+Cnj+Neg+Dub+XSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Dub+XSubj+3SgObvObj']"
